Time,P1,P2,x_e1,x_e2,xv,vx,current_x
5.00084376335144,0.1,-0.1,-0.09622733473777771,0.1037726652622223,0.008302866085028431,0.04530200822806141,0.00377266526222229
5.010493755340576,0.1,-0.1,-0.09691696429252625,0.10308303570747376,0.008711603616295902,0.05628567908822146,0.003083035707473755
5.0125977993011475,0.1,-0.1,-0.09703400468826294,0.10296599531173707,0.008102256918603981,0.05136261606866921,0.0029659953117370606
5.014228105545044,0.1,-0.1,-0.09703400468826294,0.10296599531173707,0.008042540172352446,0.05076544860615384,0.0029659953117370606
5.015520334243774,0.1,-0.1,-0.09703400468826294,0.10296599531173707,0.008042540172352446,0.05076544860615384,0.0029659953117370606
5.016697645187378,0.1,-0.1,-0.09703400468826294,0.10296599531173707,0.008042540172352446,0.05076544860615384,0.0029659953117370606
5.017754793167114,0.1,-0.1,-0.09703400468826294,0.10296599531173707,0.008042540172352446,0.05076544860615384,0.0029659953117370606
5.018942594528198,0.1,-0.1,-0.09703400468826294,0.10296599531173707,0.008042540172352446,0.05076544860615384,0.0029659953117370606
5.020137548446655,0.1,-0.1,-0.09703400468826294,0.10296599531173707,0.008042540172352446,0.05076544860615384,0.0029659953117370606
5.023493051528931,0.1,-0.1,-0.09720090126991272,0.10279909873008729,0.007675356035932203,0.04876257305844922,0.0027990987300872804
5.024447441101074,0.1,-0.1,-0.09720090126991272,0.10279909873008729,0.0075902050917700204,0.0479110636168274,0.0027990987300872804
5.025507211685181,0.1,-0.1,-0.09720090126991272,0.10279909873008729,0.0075902050917700204,0.0479110636168274,0.0027990987300872804
5.0285327434539795,0.1,-0.1,-0.09739223694801331,0.1026077630519867,0.007169202206180341,0.04561439154193647,0.0026077630519866944
5.029467821121216,0.1,-0.1,-0.09739223694801331,0.1026077630519867,0.007071586820486758,0.04463823768500064,0.0026077630519866944
5.031620740890503,0.1,-0.1,-0.097474280834198,0.10252571916580201,0.0068910474379812615,0.043653282721792586,0.002525719165802002
5.033599138259888,0.1,-0.1,-0.09758564710617065,0.10241435289382936,0.006604112655657607,0.0418975976182826,0.002414352893829346
5.035622596740723,0.1,-0.1,-0.09768320345878602,0.10231679654121399,0.0063325976852175725,0.040158011440035835,0.0023167965412139893
5.036562919616699,0.1,-0.1,-0.09768320345878602,0.10231679654121399,0.006282829642600369,0.03966033101386379,0.0023167965412139893
5.038656949996948,0.1,-0.1,-0.09768320345878602,0.10231679654121399,0.006282829642600369,0.03966033101386379,0.0023167965412139893
5.040364742279053,0.1,-0.1,-0.09776271843910218,0.10223728156089783,0.006107825543218034,0.03870543982320207,0.002237281560897827
5.042524337768555,0.1,-0.1,-0.09776271843910218,0.10223728156089783,0.00606726189028047,0.03829980329382643,0.002237281560897827
5.043478012084961,0.1,-0.1,-0.09776271843910218,0.10223728156089783,0.00606726189028047,0.03829980329382643,0.002237281560897827
5.044561386108398,0.1,-0.1,-0.09776271843910218,0.10223728156089783,0.00606726189028047,0.03829980329382643,0.002237281560897827
5.045611381530762,0.1,-0.1,-0.09776271843910218,0.10223728156089783,0.00606726189028047,0.03829980329382643,0.002237281560897827
5.046701192855835,0.1,-0.1,-0.09776271843910218,0.10223728156089783,0.00606726189028047,0.03829980329382643,0.002237281560897827
5.047784090042114,0.1,-0.1,-0.09776271843910218,0.10223728156089783,0.00606726189028047,0.03829980329382643,0.002237281560897827
5.048862457275391,0.1,-0.1,-0.09776271843910218,0.10223728156089783,0.00606726189028047,0.03829980329382643,0.002237281560897827
5.049915313720703,0.1,-0.1,-0.09780067539215088,0.10219932460784913,0.005983720044534494,0.03784395436685373,0.002199324607849121
5.05211615562439,0.1,-0.1,-0.09780067539215088,0.10219932460784913,0.005964356884505509,0.03765032276656388,0.002199324607849121
5.053059339523315,0.1,-0.1,-0.09780067539215088,0.10219932460784913,0.005964356884505509,0.03765032276656388,0.002199324607849121
5.054118394851685,0.1,-0.1,-0.09780067539215088,0.10219932460784913,0.005964356884505509,0.03765032276656388,0.002199324607849121
5.055208206176758,0.1,-0.1,-0.09780067539215088,0.10219932460784913,0.005964356884505509,0.03765032276656388,0.002199324607849121
5.056284189224243,0.1,-0.1,-0.09780067539215088,0.10219932460784913,0.005964356884505509,0.03765032276656388,0.002199324607849121
5.058852434158325,0.1,-0.1,-0.09780067539215088,0.10219932460784913,0.005964356884505509,0.03765032276656388,0.002199324607849121
5.060619354248047,0.1,-0.1,-0.09788105726242066,0.10211894273757935,0.005787433680407296,0.03668490942827951,0.0021189427375793457
5.0616185665130615,0.1,-0.1,-0.09788105726242066,0.10211894273757935,0.0057464287214788155,0.0362748598389947,0.0021189427375793457
5.062737941741943,0.1,-0.1,-0.09788105726242066,0.10211894273757935,0.0057464287214788155,0.0362748598389947,0.0021189427375793457
5.064826011657715,0.1,-0.1,-0.09788105726242066,0.10211894273757935,0.0057464287214788155,0.0362748598389947,0.0021189427375793457
5.065773010253906,0.1,-0.1,-0.09788105726242066,0.10211894273757935,0.0057464287214788155,0.0362748598389947,0.0021189427375793457
5.066834449768066,0.1,-0.1,-0.09788105726242066,0.10211894273757935,0.0057464287214788155,0.0362748598389947,0.0021189427375793457
5.067927122116089,0.1,-0.1,-0.09788105726242066,0.10211894273757935,0.0057464287214788155,0.0362748598389947,0.0021189427375793457
5.069046974182129,0.1,-0.1,-0.09793369698524476,0.10206630301475525,0.005630563027854745,0.03564260013099496,0.002066303014755249
5.070101737976074,0.1,-0.1,-0.09793369698524476,0.10206630301475525,0.005603710345921447,0.03537407331166198,0.002066303014755249
5.072998523712158,0.1,-0.1,-0.09793369698524476,0.10206630301475525,0.005603710345921447,0.03537407331166198,0.002066303014755249
5.0739147663116455,0.1,-0.1,-0.09793369698524476,0.10206630301475525,0.005603710345921447,0.03537407331166198,0.002066303014755249
5.075006008148193,0.1,-0.1,-0.09793369698524476,0.10206630301475525,0.005603710345921447,0.03537407331166198,0.002066303014755249
5.0760767459869385,0.1,-0.1,-0.09793369698524476,0.10206630301475525,0.005603710345921447,0.03537407331166198,0.002066303014755249
5.077131509780884,0.1,-0.1,-0.09793369698524476,0.10206630301475525,0.005603710345921447,0.03537407331166198,0.002066303014755249
5.078203916549683,0.1,-0.1,-0.09793369698524476,0.10206630301475525,0.005603710345921447,0.03537407331166198,0.002066303014755249
5.079273223876953,0.1,-0.1,-0.09793369698524476,0.10206630301475525,0.005603710345921447,0.03537407331166198,0.002066303014755249
5.08107852935791,0.1,-0.1,-0.09793369698524476,0.10206630301475525,0.005603710345921447,0.03537407331166198,0.002066303014755249
5.082175254821777,0.1,-0.1,-0.0980047117471695,0.10199528825283051,0.005447394347581345,0.0345210609475084,0.0019952882528305052
